新光城市花园五期 3室2厅 94平米,38745,2017.09.12,https://gz.lianjia.com/chengjiao/GZ0002851342.html,113.363501,23.015549,1
雅居乐城南源著 1室0厅 48平米,29792,2017.09.12,https://gz.lianjia.com/chengjiao/GZ0002870179.html,113.372717,22.915184,1
鑫隆世家 3室2厅 100.05平米,20990,2017.09.12,https://gz.lianjia.com/chengjiao/GZ0002990337.html,113.495962,22.968341,1
水韵蓝湾南区 2室2厅 71平米,23099,2017.09.12,https://gz.lianjia.com/chengjiao/GZ0002993464.html,113.406969,22.914793,1
解放路 2室1厅 95平米,12211,2017.09.12,https://gz.lianjia.com/chengjiao/GZ0003029797.html,113.366772,22.941652,1
敏捷上品公馆 1室1厅 32平米,19063,2017.09.12,https://gz.lianjia.com/chengjiao/GZ0003057370.html,113.35235,22.979379,1
富豪山庄景峰豪庭 3室1厅 99.4平米,26862,2017.09.12,https://gz.lianjia.com/chengjiao/GZ0003059218.html,113.355974,22.980073,1
西城花园西环大厦 3室2厅 102.68平米,13781,2017.09.12,https://gz.lianjia.com/chengjiao/GZ0003030992.html,113.357944,22.940653,1
大北路八巷 2室1厅 48.5平米,8866,2017.09.11,https://gz.lianjia.com/chengjiao/GZ0002717021.html,113.372589,22.945179,1
璇玑金村1街 3室2厅 117.2平米,17731,2017.09.11,https://gz.lianjia.com/chengjiao/GZ0002787171.html,113.383392,22.93622,1
祈福新村翠怡居 2室2厅 53.5平米,26169,2017.09.11,https://gz.lianjia.com/chengjiao/GZ0003008655.html,113.334566,22.972482,1
美心翠拥华庭二期 2室1厅 57平米,14702,2017.09.11,https://gz.lianjia.com/chengjiao/GZ0003056833.html,113.403969,22.943126,1
朗陶居 3室2厅 127.2平米,17689,2017.09.10,https://gz.lianjia.com/chengjiao/GZ0002591907.html,113.372859,22.924057,1
番禺海伦堡流金岁月 3室2厅 71.64平米,28755,2017.09.10,https://gz.lianjia.com/chengjiao/GZ0002828289.html,113.35924,22.93185,1
番禺海伦堡流金岁月 3室1厅 43.68平米,28847,2017.09.10,https://gz.lianjia.com/chengjiao/GZ0002828290.html,113.35924,22.93185,1
南国奥林匹克花园雅典 3室2厅 114.9平米,28286,2017.09.10,https://gz.lianjia.com/chengjiao/GZ0002858836.html,113.330721,22.993128,1
南国奥林匹克花园洛杉矶 3室2厅 115平米,29131,2017.09.10,https://gz.lianjia.com/chengjiao/GZ0002878526.html,113.332172,22.995249,1
侨基花园 2室1厅 66平米,20607,2017.09.10,https://gz.lianjia.com/chengjiao/GZ0003003534.html,113.365764,22.961459,1
中环品悦天伦轩 2室2厅 83.5平米,33174,2017.09.10,https://gz.lianjia.com/chengjiao/GZ0003003556.html,113.33566,23.016289,1
桥福园桥汇楼 2室1厅 79.8平米,22056,2017.09.10,https://gz.lianjia.com/chengjiao/GZ0003014879.html,113.389918,22.954109,1
怡景花园 2室1厅 61平米,28689,2017.09.10,https://gz.lianjia.com/chengjiao/GZ0003022341.html,113.320721,23.020937,1
侨宫苑2栋 3室2厅 87.5平米,13715,2017.09.10,https://gz.lianjia.com/chengjiao/GZ0003031578.html,113.360812,22.936822,1
广州奥林匹克花园广奥友谊尚居 1室1厅 44.9平米,31849,2017.09.10,https://gz.lianjia.com/chengjiao/GZ0003036086.html,113.314987,23.052095,1
美心花园 3室2厅 76.6平米,16319,2017.09.10,https://gz.lianjia.com/chengjiao/GZ0003037896.html,113.40621,22.948123,1
东华花园 3室2厅 90.5平米,23757,2017.09.10,https://gz.lianjia.com/chengjiao/GZ0003051464.html,113.401869,22.950737,1
富丽家园莲芳园 3室1厅 89平米,16854,2017.09.10,https://gz.lianjia.com/chengjiao/GZ0003053285.html,113.318926,23.030424,1
东兴苑 2室1厅 76平米,16448,2017.09.09,https://gz.lianjia.com/chengjiao/GZ0002565580.html,113.387395,22.934645,1
尚东尚筑 1室0厅 40.01平米,24494,2017.09.09,https://gz.lianjia.com/chengjiao/GZ0002978864.html,113.413562,22.943748,1
华南碧桂园翠山蓝天苑 3室2厅 148.6平米,32302,2017.09.09,https://gz.lianjia.com/chengjiao/GZ0002986030.html,113.362499,23.009352,1
东湖洲花园1区 3室2厅 95平米,31579,2017.09.09,https://gz.lianjia.com/chengjiao/GZ0002993542.html,113.42659,22.933179,1
丽江花园丽彦楼 1室1厅 66平米,23940,2017.09.09,https://gz.lianjia.com/chengjiao/GZ0003046380.html,113.309734,23.040481,1
江南新村1街 2室1厅 69平米,14928,2017.09.09,https://gz.lianjia.com/chengjiao/GZ0003052776.html,113.366953,22.964643,1
华侨城 2室2厅 99.1平米,11605,2017.09.08,https://gz.lianjia.com/chengjiao/GZ0002986078.html,113.360992,22.937463,1
金海岸花园金石碧苑 2室2厅 80.48平米,26094,2017.09.08,https://gz.lianjia.com/chengjiao/GZ0003019223.html,113.410892,22.941385,1
江南新村1街 3室1厅 83.6平米,16807,2017.09.07,https://gz.lianjia.com/chengjiao/GZ0002937113.html,113.366953,22.964643,1
丽江花园丽彦楼 2室1厅 66.7平米,24888,2017.09.07,https://gz.lianjia.com/chengjiao/GZ0003027428.html,113.309734,23.040481,1
亚运城运动员村四区 2室2厅 96.67平米,24827,2017.09.07,https://gz.lianjia.com/chengjiao/GZ0003044036.html,113.491196,22.95229,1
喜运楼 2室2厅 73.9平米,13911,2017.09.07,https://gz.lianjia.com/chengjiao/GZ0003045467.html,113.373546,22.960818,1
祈福新村倚湖湾 2室1厅 79平米,32279,2017.09.06,https://gz.lianjia.com/chengjiao/GZ0002846217.html,113.341069,22.960933,1
祈福新村D区 2室1厅 58.8平米,22790,2017.09.06,https://gz.lianjia.com/chengjiao/GZ0003027488.html,113.346814,22.967518,1
广州奥林匹克花园广奥友谊尚居 1室1厅 38.69平米,35410,2017.09.06,https://gz.lianjia.com/chengjiao/GZ0003041261.html,113.314987,23.052095,1
珠殿苑东区 1室0厅 30平米,12334,2017.09.05,https://gz.lianjia.com/chengjiao/GZ0002259327.html,113.381315,22.949526,1
平康路隆基大街 2室2厅 77.7平米,11686,2017.09.05,https://gz.lianjia.com/chengjiao/GZ0002327798.html,113.383255,22.946278,1
平康路 3室2厅 94平米,11596,2017.09.05,https://gz.lianjia.com/chengjiao/GZ0002968033.html,113.383225,22.946278,1
洛溪长大公司一公司 2室1厅 74平米,20541,2017.09.05,https://gz.lianjia.com/chengjiao/GZ0003017015.html,113.305386,23.05373,1
富丽家园富丽广场 2室1厅 75.4平米,21817,2017.09.05,https://gz.lianjia.com/chengjiao/GZ0003034025.html,113.320785,23.024039,1
怡乐园4街 3室2厅 136平米,15662,2017.09.04,https://gz.lianjia.com/chengjiao/GZ0002861605.html,113.368919,22.952276,1
番禺海伦堡花样年华一期 3室2厅 92平米,28153,2017.09.04,https://gz.lianjia.com/chengjiao/GZ0002899895.html,113.362067,22.929796,1
雅居乐城南源著 3室2厅 97.82平米,29851,2017.09.04,https://gz.lianjia.com/chengjiao/GZ0002925616.html,113.372717,22.915184,1
祈福新村C区 2室2厅 52平米,25000,2017.09.04,https://gz.lianjia.com/chengjiao/GZ0002943520.html,113.339631,22.967036,1
祈福新村活力花园 3室2厅 98平米,27552,2017.09.04,https://gz.lianjia.com/chengjiao/GZ0002946255.html,113.334969,22.974651,1
彩晴轩 3室2厅 108.1平米,27568,2017.09.04,https://gz.lianjia.com/chengjiao/GZ0003011999.html,113.366806,22.966875,1
鑫润花园 1室1厅 53.91平米,17622,2017.09.04,https://gz.lianjia.com/chengjiao/GZ0003024236.html,113.394775,22.95365,1
水韵蓝湾南区 2室1厅 71平米,22817,2017.09.04,https://gz.lianjia.com/chengjiao/GZ0003036882.html,113.406969,22.914793,1
敏捷上品公馆 1室1厅 53平米,14623,2017.09.04,https://gz.lianjia.com/chengjiao/GZ0003038325.html,113.35235,22.979379,1
华南碧桂园翠山蓝天苑 3室2厅 117平米,34872,2017.09.04,https://gz.lianjia.com/chengjiao/GZ0003038392.html,113.362499,23.009352,1
汇庭雅苑 3室2厅 98.3平米,18820,2017.09.03,https://gz.lianjia.com/chengjiao/GZ0002899302.html,113.376799,22.928872,1
亚运城媒体南村 2室2厅 88.94平米,24736,2017.09.03,https://gz.lianjia.com/chengjiao/GZ0003017240.html,113.480916,22.949364,1
番禺奥林匹克花园文化长廊 2室2厅 81.5平米,21473,2017.09.03,https://gz.lianjia.com/chengjiao/GZ0003028669.html,113.37141,22.918635,1
番艺花园 2室2厅 67.5平米,13926,2017.09.03,https://gz.lianjia.com/chengjiao/GZ0003030940.html,113.380228,22.960971,1
祈福新村C区 2室1厅 57.9平米,23144,2017.09.03,https://gz.lianjia.com/chengjiao/GZ0003031617.html,113.339631,22.967036,1
江南新村2街 3室2厅 81.4平米,15971,2017.09.03,https://gz.lianjia.com/chengjiao/GZ0003032672.html,113.365443,22.965093,1
鸿城花园 2室1厅 80.6平米,24814,2017.09.03,https://gz.lianjia.com/chengjiao/GZ0003032700.html,113.372988,22.952444,1
西城路2街 3室1厅 67.8平米,10620,2017.09.02,https://gz.lianjia.com/chengjiao/GZ0002613201.html,113.358754,22.936601,1
吉祥北园吉祥南一街 3室2厅 124平米,20000,2017.09.02,https://gz.lianjia.com/chengjiao/GZ0002973424.html,113.303665,23.049241,1
