金碧花园第一金碧,37934,113.293993,23.075858,https://gz.lianjia.com/xiaoqu/2110343238860955/,近地铁2号线东晓南站,1,海珠
晓港湾惠侨苑,30108,113.299526,23.074463,https://gz.lianjia.com/xiaoqu/2110343238337527/,近地铁2号线东晓南站,1,海珠
金碧花园第三金碧,42327,113.295173,23.071178,https://gz.lianjia.com/xiaoqu/2110343238860931/,,1,海珠
金碧花园第二金碧,41719,113.290416,23.075766,https://gz.lianjia.com/xiaoqu/2110343238860954/,,1,海珠
英豪花园一期,29091,113.306244,23.075056,https://gz.lianjia.com/xiaoqu/2110343238337531/,近地铁2号线南洲站,1,海珠
晓园新村晓园新,27532,113.287625,23.092596,https://gz.lianjia.com/xiaoqu/2110343238598869/,近地铁2号线江泰路站,1,海珠
鸿运花园,36376,113.33044,23.101007,https://gz.lianjia.com/xiaoqu/2110343238861810/,近地铁3号线客村站,1,海珠
万华花园一德居,29487,113.307175,23.076737,https://gz.lianjia.com/xiaoqu/2110343238598956/,近地铁2号线东晓南站,1,海珠
南洲花苑A区,23451,113.310708,23.076259,https://gz.lianjia.com/xiaoqu/2110343238598764/,近地铁2号线东晓南站,1,海珠
英豪花园枫叶苑,35084,113.306392,23.074781,https://gz.lianjia.com/xiaoqu/2110343238337534/,近地铁2号线南洲站,1,海珠
晓港湾明华苑,25219,113.30069,23.075054,https://gz.lianjia.com/xiaoqu/2110343238599642/,近地铁2号线东晓南站,1,海珠
侨诚花园秋月苑,33760,113.297901,23.074713,https://gz.lianjia.com/xiaoqu/2110343238599290/,近地铁2号线东晓南站,1,海珠
益丰花园翠雅阁,26341,113.278249,23.111317,https://gz.lianjia.com/xiaoqu/2110343238860968/,近地铁2号线市二宫站,1,海珠
晓港湾美华苑,34112,113.299441,23.076417,https://gz.lianjia.com/xiaoqu/2110343238337529/,近地铁2号线东晓南站,1,海珠
新鸿花园一期,44231,113.324268,23.110691,https://gz.lianjia.com/xiaoqu/2110343238861655/,近地铁3号线广州塔站,1,海珠
侨诚花园冬日苑,37936,113.297358,23.075394,https://gz.lianjia.com/xiaoqu/2110343238861602/,近地铁2号线东晓南站,1,海珠
晓港湾文华苑,32354,113.299221,23.076475,https://gz.lianjia.com/xiaoqu/2110343238598947/,近地铁2号线昌岗站,1,海珠
嘉鸿花园金玫瑰园,39462,113.298825,23.072542,https://gz.lianjia.com/xiaoqu/2110343238860994/,近地铁2号线南洲站,1,海珠
晓南花园晓南二街,23950,113.293758,23.094069,https://gz.lianjia.com/xiaoqu/2110343238598874/,近地铁8号线晓港站,1,海珠
罗马家园凯雅庭,40981,113.329453,23.06646,https://gz.lianjia.com/xiaoqu/2110343238599205/,近地铁3号线沥滘站,1,海珠
罗马家园拜庭国际公寓,42240,113.326035,23.065579,https://gz.lianjia.com/xiaoqu/2110343238599199/,近地铁3号线沥滘站,1,海珠
合生颐景华苑颐乐轩,44482,113.30223,23.07737,https://gz.lianjia.com/xiaoqu/2110343238598694/,近地铁2号线东晓南站,1,海珠
逸景翠园倚翠轩,45283,113.316121,23.091355,https://gz.lianjia.com/xiaoqu/2110343238598672/,,1,海珠
锦丽居三期锦绣星城,42857,113.297678,23.07882,https://gz.lianjia.com/xiaoqu/2110343238860879/,近地铁2号线东晓南站,1,海珠
罗马家园凯旋庭,37632,113.327584,23.067175,https://gz.lianjia.com/xiaoqu/2110343238599207/,,1,海珠
雅景苑临江阁,27749,113.315818,23.105815,https://gz.lianjia.com/xiaoqu/2110343238598776/,近地铁8号线鹭江站,1,海珠
顺景雅苑顺雅居,42053,113.29976,23.094159,https://gz.lianjia.com/xiaoqu/2110343238599107/,近地铁8号线中大站,1,海珠
光大花园榕岸,56417,113.261349,23.089751,https://gz.lianjia.com/xiaoqu/2110343238599282/,近地铁8号线沙园站,1,海珠
保利花园沁泉街,43625,113.281552,23.078564,https://gz.lianjia.com/xiaoqu/2110343238599302/,近地铁广佛线燕岗站,1,海珠
保利花园静雅街,40706,113.280555,23.078785,https://gz.lianjia.com/xiaoqu/2110343238860846/,近地铁广佛线燕岗站,1,海珠
光大花园水岸榕城,57143,113.267179,23.091376,https://gz.lianjia.com/xiaoqu/2110343238599115/,近地铁2号线昌岗站,1,海珠
光大花园中海锦榕湾,62448,113.26517,23.091716,https://gz.lianjia.com/xiaoqu/2110343238599114/,近地铁8号线沙园站,1,海珠
逸景翠园御景轩,43527,113.312253,23.091272,https://gz.lianjia.com/xiaoqu/2110343238598668/,,1,海珠
双子星城星辰轩,40658,113.305864,23.095152,https://gz.lianjia.com/xiaoqu/2110343238860949/,近地铁8号线中大站,1,海珠
珠江帝景苑悦涛轩,64634,113.33676,23.108236,https://gz.lianjia.com/xiaoqu/2110343238599215/,近地铁5号线猎德站,1,海珠
侨诚花园春晓苑,30403,113.298239,23.075818,https://gz.lianjia.com/xiaoqu/2110343238861800/,近地铁2号线东晓南站,1,海珠
晓港湾漾日云天,40060,113.299468,23.074132,https://gz.lianjia.com/xiaoqu/2110343238599294/,近地铁2号线东晓南站,1,海珠
嘉仕花园尚海轩,57609,113.30178,23.109143,https://gz.lianjia.com/xiaoqu/2110343238598716/,,1,海珠
南洲花苑C区,24847,113.310771,23.077194,https://gz.lianjia.com/xiaoqu/2110343238599419/,近地铁2号线南洲站,1,海珠
朗晴居二期,52110,113.279217,23.116053,https://gz.lianjia.com/xiaoqu/2110343238336809/,近地铁2号线市二宫站,1,海珠
英豪花园阳光320,42667,113.307442,23.074947,https://gz.lianjia.com/xiaoqu/2110343238337533/,近地铁2号线南洲站,1,海珠
英豪花园馨润尚寓,41358,113.303825,23.074599,https://gz.lianjia.com/xiaoqu/2110343238861349/,近地铁2号线东晓南站,1,海珠
双子星城星汇轩,39158,113.305765,23.095427,https://gz.lianjia.com/xiaoqu/2110343238861590/,近地铁8号线中大站,1,海珠
光大花园榕上居,52555,113.261935,23.092194,https://gz.lianjia.com/xiaoqu/2110343238861130/,近地铁8号线沙园站,1,海珠
保利百合花园芳园,44736,113.282666,23.078949,https://gz.lianjia.com/xiaoqu/2110343238861293/,近地铁广佛线燕岗站,1,海珠
琶洲新村,22111,113.389315,23.106309,https://gz.lianjia.com/xiaoqu/2110953420452628/,近地铁4号线车陂站,1,海珠
保利花园镜湖东街,36265,113.281767,23.077588,https://gz.lianjia.com/xiaoqu/2110343238860838/,近地铁广佛线燕岗站,1,海珠
海珠花园塞纳宫园,43528,113.287578,23.105261,https://gz.lianjia.com/xiaoqu/2110343238599336/,近地铁2号线江南西站,1,海珠
顺景雅苑顺景居,44308,113.299571,23.095322,https://gz.lianjia.com/xiaoqu/2110343238599109/,近地铁8号线中大站,1,海珠
双子星城星辉轩,44043,113.306425,23.094903,https://gz.lianjia.com/xiaoqu/2110343238860948/,近地铁8号线中大站,1,海珠
怡雅苑马涌直街,17134,113.269002,23.101224,https://gz.lianjia.com/xiaoqu/2110343238599535/,近地铁8号线凤凰新村站,1,海珠
雅景苑观江阁,24181,113.31518,23.105956,https://gz.lianjia.com/xiaoqu/2110343238598777/,近地铁8号线鹭江站,1,海珠
珠江帝景苑合生紫龙府,66738,113.337923,23.107305,https://gz.lianjia.com/xiaoqu/2110343238598678/,近地铁8号线赤岗站,1,海珠
光大花园榕景四季,54857,113.262716,23.091031,https://gz.lianjia.com/xiaoqu/2110343238599279/,近地铁8号线沙园站,1,海珠
晓港湾晓城大厦,40477,113.301273,23.076192,https://gz.lianjia.com/xiaoqu/2110343238337530/,近地铁2号线东晓南站,1,海珠
保利花园镜湖西街,45061,113.280613,23.077251,https://gz.lianjia.com/xiaoqu/2110343238860837/,近地铁广佛线燕岗站,1,海珠
晓港湾丽华苑,24925,113.300478,23.075677,https://gz.lianjia.com/xiaoqu/2110343238337528/,近地铁2号线东晓南站,1,海珠
嘉仕花园骏仕阁,61545,113.300132,23.107277,https://gz.lianjia.com/xiaoqu/2110343238860986/,近地铁3号线华师站,1,海珠
珠江帝景苑克莱国际公寓灏景轩,60504,113.333391,23.110206,https://gz.lianjia.com/xiaoqu/2110343238861344/,近地铁5号线猎德站,1,海珠
加怡花园二期,44230,113.29934,23.077261,https://gz.lianjia.com/xiaoqu/2110343238336811/,近地铁2号线东晓南站,1,海珠
海琴湾宜利苑,49194,113.313638,23.109246,https://gz.lianjia.com/xiaoqu/2110343239122998/,近地铁8号线中大站,1,海珠
雅郡花园会展新世界（水蓝郡）,56711,113.392137,23.102356,https://gz.lianjia.com/xiaoqu/2110343238599112/,近地铁4号线万胜围站,1,海珠
雅景苑望江阁,24181,113.316159,23.105882,https://gz.lianjia.com/xiaoqu/2110343238598775/,近地铁8号线鹭江站,1,海珠
侨诚花园夏晖苑,29120,113.299025,23.075132,https://gz.lianjia.com/xiaoqu/2110343238598894/,近地铁2号线东晓南站,1,海珠
英豪花园紫薇苑,42686,113.304724,23.075147,https://gz.lianjia.com/xiaoqu/2110343238337532/,近地铁2号线东晓南站,1,海珠
瑞宝花园滨江瑞城,44800,113.302495,23.074674,https://gz.lianjia.com/xiaoqu/2110343238861628/,近地铁2号线东晓南站,1,海珠
珠江帝景苑赏湖轩,58089,113.336396,23.109399,https://gz.lianjia.com/xiaoqu/2110343238599214/,近地铁5号线猎德站,1,海珠
光大花园康榕苑,52340,113.264836,23.094069,https://gz.lianjia.com/xiaoqu/2110343238599669/,近地铁8号线沙园站,1,海珠
逸景翠园翠林居,44565,113.316938,23.090345,https://gz.lianjia.com/xiaoqu/2110343238336868/,,1,海珠
爱都铭轩C区,40446,113.305645,23.072196,https://gz.lianjia.com/xiaoqu/2110343238336941/,近地铁2号线南洲站,1,海珠
珠江帝景苑倚泓轩,62222,113.337694,23.109706,https://gz.lianjia.com/xiaoqu/2110343238599216/,近地铁5号线猎德站,1,海珠
罗马家园凯华庭,39293,113.326875,23.065762,https://gz.lianjia.com/xiaoqu/2110343238599198/,近地铁3号线沥滘站,1,海珠
海富花园B区,37556,113.284698,23.089034,https://gz.lianjia.com/xiaoqu/2110343238336958/,近地铁2号线江泰路站,1,海珠
锦鸿花园,12739,113.346233,23.092364,https://gz.lianjia.com/xiaoqu/2111612921539979/,,1,海珠
凤阳小区凤阳街,23100,113.294871,23.088937,https://gz.lianjia.com/xiaoqu/2110343238861564/,近地铁2号线江泰路站,1,海珠
南景园清雅轩,40700,113.282189,23.084949,https://gz.lianjia.com/xiaoqu/2110343238599444/,近地铁2号线江泰路站,1,海珠
保利花园保康路,44160,113.281655,23.077097,https://gz.lianjia.com/xiaoqu/2110343239123032/,近地铁广佛线燕岗站,1,海珠
晓港湾,29693,113.29975,23.075253,https://gz.lianjia.com/xiaoqu/2110343238598948/,近地铁2号线昌岗站,1,海珠
新鸿花园二期,48113,113.32553,23.110703,https://gz.lianjia.com/xiaoqu/2110343238336808/,近地铁3号线广州塔站,1,海珠
光大花园翠榕苑,53854,113.26445,23.093952,https://gz.lianjia.com/xiaoqu/2110343238861793/,近地铁8号线沙园站,1,海珠
保利百合花园绿园,45570,113.284,23.079705,https://gz.lianjia.com/xiaoqu/2110343238598945/,近地铁广佛线燕岗站,1,海珠
雅景苑景江阁,23894,113.315198,23.105616,https://gz.lianjia.com/xiaoqu/2110343238598778/,近地铁8号线鹭江站,1,海珠
万华花园五福阁,38767,113.306106,23.075982,https://gz.lianjia.com/xiaoqu/2110343238598955/,近地铁2号线东晓南站,1,海珠
雅郡花园熙源,48682,113.394315,23.096907,https://gz.lianjia.com/xiaoqu/2110343238598766/,近地铁4号线万胜围站,1,海珠
双子星城星河轩,33336,113.305027,23.095448,https://gz.lianjia.com/xiaoqu/2110343238861589/,近地铁8号线中大站,1,海珠
海富花园A区,46168,113.283705,23.08889,https://gz.lianjia.com/xiaoqu/2110343238336995/,近地铁2号线江泰路站,1,海珠
佳信花园会展星城,54744,113.336444,23.102756,https://gz.lianjia.com/xiaoqu/2110343238860995/,近地铁8号线赤岗站,1,海珠
和辉花园挹翠园,27675,113.312544,23.07681,https://gz.lianjia.com/xiaoqu/2110343238861335/,近地铁2号线东晓南站,1,海珠
逸景翠园桂香居,42137,113.314746,23.088877,https://gz.lianjia.com/xiaoqu/2110343238598671/,,1,海珠
凤凰新村二街,26721,113.266044,23.099986,https://gz.lianjia.com/xiaoqu/2110343238336828/,近地铁8号线沙园站,1,海珠
顺景雅苑顺盈居,38664,,,http://m.lianjia.com/gz/xiaoqu/2110343238599111/,近地铁8号线中大站,0,海珠
罗马家园凯盛庭,40378,113.326947,23.064864,https://gz.lianjia.com/xiaoqu/2110343238599202/,近地铁3号线沥滘站,1,海珠
侨诚花园宝通街,24213,113.296567,23.076247,http://gz.lianjia.com/xiaoqu/2110343239123036/,近地铁2号线东晓南站,1,海珠
润南花园润怡三街,31026,113.288721,23.090769,https://gz.lianjia.com/xiaoqu/2110343238599254/,近地铁2号线江泰路站,1,海珠
南园居G栋,35881,113.377013,23.10179,https://gz.lianjia.com/xiaoqu/2110343238336900/,近地铁8号线琶洲站,1,海珠
保利花园丝雨街,43160,113.28113,23.074716,https://gz.lianjia.com/xiaoqu/2110343238861499/,近地铁广佛线燕岗站,1,海珠
南景园紫云轩,38608,113.281062,23.086088,http://gz.lianjia.com/xiaoqu/2110343238599443/,近地铁8号线宝岗大道站,1,海珠
南方花园二期合生帝景国际,57124,113.281846,23.094967,https://gz.lianjia.com/xiaoqu/2110343238861351/,近地铁2号线昌岗站,1,海珠
嘉仕花园加勒比湾,56160,113.301497,23.107755,https://gz.lianjia.com/xiaoqu/2110343238860981/,,1,海珠
保利百合花园二期,43645,113.285999,23.080042,http://gz.lianjia.com/xiaoqu/2110343238336813/,近地铁广佛线燕岗站,1,海珠
锦丽居一期,43200,113.296782,23.078128,https://gz.lianjia.com/xiaoqu/2110343238336542/,近地铁2号线昌岗站,1,海珠
雅郡花园月满中庭,55023,113.394979,23.098374,http://gz.lianjia.com/xiaoqu/2110343238598774/,近地铁4号线万胜围站,1,海珠
罗马家园凯怡庭,39442,113.328254,23.066535,https://gz.lianjia.com/xiaoqu/2110343238860803/,近地铁3号线沥滘站,1,海珠
海外花园海云阁,34852,113.280494,23.092549,http://gz.lianjia.com/xiaoqu/2110343238861353/,近地铁8号线宝岗大道站,1,海珠
晓园新村晓园北,25751,113.286534,23.094433,https://gz.lianjia.com/xiaoqu/2110343238598872/,近地铁2号线江泰路站,1,海珠
保利花园听琴街,44737,113.280757,23.076353,http://gz.lianjia.com/xiaoqu/2110343238598981/,近地铁2号线昌岗站,1,海珠
沙园沙园二街,26313,113.270383,23.091495,https://gz.lianjia.com/xiaoqu/2110343238599231/,近地铁8号线宝岗大道站,1,海珠
滨江新城市花园自由心岸,33949,113.291084,23.111578,https://gz.lianjia.com/xiaoqu/2110343238861227/,,1,海珠
穗花新村穗花南街,46667,113.284229,23.101233,https://gz.lianjia.com/xiaoqu/2110343238599065/,近地铁2号线昌岗站,1,海珠
保利花园馨竹街,43160,113.281669,23.075526,https://gz.lianjia.com/xiaoqu/2110343238598829/,近地铁广佛线燕岗站,1,海珠
朗晴居一期,46581,113.279825,23.113605,https://gz.lianjia.com/xiaoqu/2110343238336545/,近地铁2号线昌岗站,1,海珠
江湾花苑福宁居,30903,113.285161,23.11447,https://gz.lianjia.com/xiaoqu/2110343238860966/,,1,海珠
大江苑南贤大街,29040,113.320883,23.105407,https://gz.lianjia.com/xiaoqu/2110343238599420/,近地铁8号线鹭江站,1,海珠
保利百合花园雅园,48155,113.283888,23.080549,http://gz.lianjia.com/xiaoqu/2110343238598941/,近地铁广佛线燕岗站,1,海珠
保利花园镜湖中街,49426,113.280348,23.078494,https://gz.lianjia.com/xiaoqu/2110343238860836/,近地铁广佛线燕岗站,1,海珠
逸景翠园绿屿居,43624,113.312168,23.088496,https://gz.lianjia.com/xiaoqu/2110343238599537/,,1,海珠
万华花园六星台,46166,113.306456,23.076796,https://gz.lianjia.com/xiaoqu/2110343238598951/,近地铁2号线东晓南站,1,海珠
保利花园源溪街,46773,113.281502,23.07583,https://gz.lianjia.com/xiaoqu/2110343238337463/,近地铁广佛线燕岗站,1,海珠
愉景雅苑愉悦阁,47457,113.318844,23.102245,https://gz.lianjia.com/xiaoqu/2110343238337491/,近地铁8号线鹭江站,1,海珠
沙园沙园大街,23750,113.269044,23.093045,https://gz.lianjia.com/xiaoqu/2110343238599232/,近地铁8号线沙园站,1,海珠
合生颐景华苑颐韵轩,45953,113.303101,23.076863,https://gz.lianjia.com/xiaoqu/2110343238598695/,近地铁2号线东晓南站,1,海珠
逸景翠园翠羽居,39196,113.315047,23.089879,https://gz.lianjia.com/xiaoqu/2110343238598673/,,1,海珠
晓园新村晓园南,25751,113.286773,23.093943,https://gz.lianjia.com/xiaoqu/2110343238598870/,近地铁2号线昌岗站,1,海珠
嘉仕花园上岭,61545,113.300816,23.107855,https://gz.lianjia.com/xiaoqu/2110343238860982/,,1,海珠
晓港中马路,24735,113.290717,23.097126,https://gz.lianjia.com/xiaoqu/219621114204099/,近地铁2号线昌岗站,1,海珠
和辉花园怡翠园,31294,113.312733,23.077542,https://gz.lianjia.com/xiaoqu/2110343238861336/,,1,海珠
保利百合花园馨园,46882,113.284519,23.080288,https://gz.lianjia.com/xiaoqu/2110343238861657/,近地铁广佛线燕岗站,1,海珠
晓南花园晓南一街,27200,113.293166,23.094243,https://gz.lianjia.com/xiaoqu/2110343238598873/,近地铁2号线昌岗站,1,海珠
和辉花园叠翠园,30713,113.311711,23.077985,https://gz.lianjia.com/xiaoqu/2110343238861338/,,1,海珠
