翡翠绿洲森林半岛,20380,113.565886,23.142768,https://gz.lianjia.com/xiaoqu/2110343238599253/,,1,增城
碧桂园凤凰城凤馨苑,22775,113.606996,23.147009,https://gz.lianjia.com/xiaoqu/2110343239123008/,,1,增城
东方名都,23000,113.599703,23.130007,https://gz.lianjia.com/xiaoqu/219686972903772/,,1,增城
新都盛世名门宏城汇,22454,113.605394,23.131785,https://gz.lianjia.com/xiaoqu/2110343238861658/,,1,增城
碧桂园凤凰城凤妍苑,24960,113.585118,23.133922,https://gz.lianjia.com/xiaoqu/2110343239123006/,,1,增城
碧桂园凤凰城凤晴苑,21054,113.57893,23.132267,https://gz.lianjia.com/xiaoqu/2110343239123362/,,1,增城
新塘新世界花园万象苑,23903,113.579101,23.113124,https://gz.lianjia.com/xiaoqu/2110343238861228/,,1,增城
金泽豪庭,22591,113.59598,23.129459,https://gz.lianjia.com/xiaoqu/2111103831602/,,1,增城
翡翠绿洲育才阳光苑,21053,113.565132,23.138681,https://gz.lianjia.com/xiaoqu/2110343238861586/,,1,增城
碧桂园凤凰城凤锦苑,24407,113.588626,23.159484,https://gz.lianjia.com/xiaoqu/2110343239123014/,,1,增城
汇东国际花园,22080,113.590787,23.125953,https://gz.lianjia.com/xiaoqu/2111103831494/,,1,增城
碧桂园凤凰城凤仪苑,20288,113.579643,23.140134,https://gz.lianjia.com/xiaoqu/2110343239123004/,,1,增城
力诚凯怡湾,20000,113.613227,23.120776,https://gz.lianjia.com/xiaoqu/2110050009576172/,,1,增城
翡翠绿洲湖绣苑,22016,113.562724,23.141489,https://gz.lianjia.com/xiaoqu/2110343239123331/,,1,增城
翡翠绿洲湖滨苑,22717,113.56082,23.140858,https://gz.lianjia.com/xiaoqu/2110343238861236/,,1,增城
广州海伦堡,19200,113.559455,23.109982,https://gz.lianjia.com/xiaoqu/2111103317997/,,1,增城
翡翠绿洲湖翠苑,22280,113.559913,23.141319,https://gz.lianjia.com/xiaoqu/2110343238861235/,,1,增城
现代城市花园,20924,113.611305,23.13304,https://gz.lianjia.com/xiaoqu/219686818237740/,,1,增城
碧桂园凤凰城凤天苑,25143,113.590314,23.152997,https://gz.lianjia.com/xiaoqu/2110343238861566/,,1,增城
锦绣新天地,17684,113.628965,23.125537,https://gz.lianjia.com/xiaoqu/219687662865865/,,1,增城
锦绣天伦花园,20800,113.646428,23.131985,https://gz.lianjia.com/xiaoqu/2110113186803606/,,1,增城
合景誉山国际,18353,113.599226,23.19462,https://gz.lianjia.com/xiaoqu/2111770585428879/,,1,增城
金色港湾,14406,113.617894,23.120946,https://gz.lianjia.com/xiaoqu/2111772696210866/,,1,增城
新康花园康馨苑,15424,113.597381,23.119718,https://gz.lianjia.com/xiaoqu/2112971848772645/,,1,增城
惠百氏广场,23856,113.60039,23.128096,https://gz.lianjia.com/xiaoqu/2113310190955572/,,1,增城
碧桂园凤凰城凤盈苑,22308,113.570507,23.133153,https://gz.lianjia.com/xiaoqu/2110343238599520/,,1,增城
新塘新世界花园嘉怡苑,17697,113.579797,23.111433,https://gz.lianjia.com/xiaoqu/2110343239123308/,,1,增城
豪进山湖珺璟,22728,113.597547,23.122297,https://gz.lianjia.com/xiaoqu/219980689265218/,,1,增城
东凌广场,19363,113.601127,23.142793,https://gz.lianjia.com/xiaoqu/219686972904086/,,1,增城
假日花园,20495,113.601679,23.132516,https://gz.lianjia.com/xiaoqu/2114965638180557/,,1,增城
美业阁,12403,113.618483,23.135018,https://gz.lianjia.com/xiaoqu/2113355015745639/,,1,增城
城市家园,14548,113.621111,23.130741,https://gz.lianjia.com/xiaoqu/2112967200436619/,,1,增城
新塘新世界花园嘉华苑,18641,113.583354,23.110573,https://gz.lianjia.com/xiaoqu/2110343239123309/,,1,增城
恒大山水城,8481,113.62338,23.301051,https://gz.lianjia.com/xiaoqu/2111789560458271/,,1,增城
新塘广场,13824,113.619955,23.123148,https://gz.lianjia.com/xiaoqu/219981721324873/,,1,增城
新都盛世名门观云阁,22871,113.605237,23.131756,https://gz.lianjia.com/xiaoqu/2110343238861484/,,1,增城
碧桂园城市花园,14789,113.686098,23.278888,https://gz.lianjia.com/xiaoqu/2113349168624184/,,1,增城
群星花园,7559,113.612563,23.123974,https://gz.lianjia.com/xiaoqu/2111792647467193/,,1,增城
新塘新世界花园嘉乐苑,17695,113.579352,23.11071,https://gz.lianjia.com/xiaoqu/2111268203754074/,,1,增城
碧桂园凤凰城凤岭苑,21379,113.580882,23.14211,https://gz.lianjia.com/xiaoqu/2110343239123012/,,1,增城
新塘新世界花园,15649,113.583247,23.112355,https://gz.lianjia.com/xiaoqu/2110366582795717/,,1,增城
东景华庭,24000,113.600781,23.128071,https://gz.lianjia.com/xiaoqu/219981870485526/,,1,增城
新利大厦,10356,113.611287,23.122729,https://gz.lianjia.com/xiaoqu/2115869482904653/,,1,增城
富雅都市华庭,14589,113.630816,23.137925,https://gz.lianjia.com/xiaoqu/2110133510828807/,,1,增城
亚太新城亚太银座,20050,113.612387,23.13456,https://gz.lianjia.com/xiaoqu/2113354415436287/,,1,增城
新康花园康乐苑,15835,113.594493,23.124199,https://gz.lianjia.com/xiaoqu/2111131336535659/,,1,增城
顺欣花园,19816,113.625345,23.151217,https://gz.lianjia.com/xiaoqu/2111289562459264/,,1,增城
新都盛世名门世泽轩,22871,113.606454,23.131029,https://gz.lianjia.com/xiaoqu/2110343238861659/,,1,增城
尚东阳光雅苑,20498,113.579644,23.108591,https://gz.lianjia.com/xiaoqu/2113688809468506/,,1,增城
新都盛世名门盛景苑,22871,113.605358,23.131602,https://gz.lianjia.com/xiaoqu/2110343239123207/,,1,增城
合生湖山国际山咏轩,20556,113.569713,23.13692,https://gz.lianjia.com/xiaoqu/2110343238336684/,,1,增城
崇和花园,14725,113.60333,23.17434,https://gz.lianjia.com/xiaoqu/2111766432017691/,,1,增城
碧桂园凤凰城凤泉苑,22580,113.584107,23.136038,https://gz.lianjia.com/xiaoqu/2110343239123010/,,1,增城
太阳城巧克力,17143,113.603921,23.169866,https://gz.lianjia.com/xiaoqu/2110046873021441/,,1,增城
金地荔湖城公园上城,15652,113.609523,23.220197,https://gz.lianjia.com/xiaoqu/2111791932337915/,,1,增城
新都盛世名门乐盈门,20875,113.606548,23.13095,https://gz.lianjia.com/xiaoqu/2110343238861661/,,1,增城
新康花园康雅苑,15831,113.595321,23.12127,https://gz.lianjia.com/xiaoqu/2115915637288983/,,1,增城
新康花园新雅苑,16809,113.594327,23.122828,https://gz.lianjia.com/xiaoqu/2114912064883068/,,1,增城
金地荔湖城水立方,17718,113.608737,23.223082,https://gz.lianjia.com/xiaoqu/2112969381998241/,,1,增城
广州海伦堡中天花园,22932,113.560106,23.109737,https://gz.lianjia.com/xiaoqu/2110343238337165/,,1,增城
水电广场,16883,113.609302,23.126784,https://gz.lianjia.com/xiaoqu/2113308735532131/,,1,增城
亚太新城富丽园,14766,113.61594,23.13361,https://gz.lianjia.com/xiaoqu/2112970916326964/,,1,增城
群星新村,12300,113.608145,23.135318,https://gz.lianjia.com/xiaoqu/2114642038212628/,,1,增城
保利东江首府环府西路,19284,113.63802,23.115076,https://gz.lianjia.com/xiaoqu/2111136987836139/,,1,增城
碧桂园凤凰城凤雅苑,38330,113.595441,23.150827,https://gz.lianjia.com/xiaoqu/2110343239123007/,,1,增城
嘉骏豪苑,14938,113.637409,23.124864,https://gz.lianjia.com/xiaoqu/2110314782618023/,,1,增城
富城花园,17161,113.613869,23.124744,https://gz.lianjia.com/xiaoqu/219982005226625/,,1,增城
翡翠绿洲宝林苑,22857,113.563673,23.141957,https://gz.lianjia.com/xiaoqu/2111725332033427/,,1,增城
碧桂园凤凰城凤凰岛,26514,113.584076,23.136595,https://gz.lianjia.com/xiaoqu/2110343239123016/,,1,增城
新康花园康怡苑,15245,113.593791,23.12162,https://gz.lianjia.com/xiaoqu/2114550789272182/,,1,增城
富雅名居,12728,113.619574,23.137735,https://gz.lianjia.com/xiaoqu/2110343239123128/,,1,增城
太平洋花园,6367,113.584769,23.122745,https://gz.lianjia.com/xiaoqu/2110180260279273/,,1,增城
景新国际,13728,113.635128,23.286282,https://gz.lianjia.com/xiaoqu/2113308585848873/,,1,增城
碧桂园凤凰城凤鸣苑,26008,113.592539,23.134353,https://gz.lianjia.com/xiaoqu/2110343239123011/,,1,增城
保利东江首府环府中路,19284,113.638299,23.114777,https://gz.lianjia.com/xiaoqu/2115914903046396/,,1,增城
翡翠绿洲鸣翠园,21145,113.558736,23.144131,https://gz.lianjia.com/xiaoqu/2110343239123261/,,1,增城
碧桂园凤凰城凤翠苑,27998,113.590716,23.140658,https://gz.lianjia.com/xiaoqu/2110343238861399/,,1,增城
新康花园新康豪苑,11227,113.593931,23.12238,https://gz.lianjia.com/xiaoqu/2111247826776578/,,1,增城
现代城,20659,113.601686,23.132507,https://gz.lianjia.com/xiaoqu/2112244502195751/,,1,增城
翡翠绿洲桃源,29748,113.559023,23.143969,https://gz.lianjia.com/xiaoqu/2110366674023025/,,1,增城
合生湖山国际山语轩,16283,113.569709,23.137501,https://gz.lianjia.com/xiaoqu/2110343238336682/,,1,增城
顺欣广场,16545,113.6303,23.152324,https://gz.lianjia.com/xiaoqu/2111772354900785/,,1,增城
海伦春天丁香苑,16622,113.594452,23.180343,https://gz.lianjia.com/xiaoqu/2110343238861728/,,1,增城
中森茗苑,16434,113.632526,23.134261,https://gz.lianjia.com/xiaoqu/2113328090411583/,,1,增城
碧桂园凤凰城凤曦苑,24686,113.58304,23.133476,https://gz.lianjia.com/xiaoqu/2110343239123009/,,1,增城
金地公园上城,13721,113.603728,23.22732,https://gz.lianjia.com/xiaoqu/2113311030865928/,,1,增城
翡翠绿洲宝翠园,20500,113.562024,23.143093,https://gz.lianjia.com/xiaoqu/2111112850928543/,,1,增城
新都盛世名门名成居,22776,113.604603,23.131785,https://gz.lianjia.com/xiaoqu/2110343238861660/,,1,增城
合生湖山国际山倚轩,13119,113.568779,23.137335,https://gz.lianjia.com/xiaoqu/2110343238599219/,,1,增城
海伦春天蝴蝶谷,16622,113.594117,23.179145,https://gz.lianjia.com/xiaoqu/2112969129291496/,,1,增城
金地荔湖城上城中路,8693,113.60949,23.220324,https://gz.lianjia.com/xiaoqu/2111318275353695/,,1,增城
荔富湖畔,13529,113.755303,23.284241,https://gz.lianjia.com/xiaoqu/2113691167715794/,,1,增城
锦绣银苑,14372,113.610963,23.112109,https://gz.lianjia.com/xiaoqu/219161643142179/,,1,增城
翡翠绿洲龙翔台,33548,113.563515,23.144413,https://gz.lianjia.com/xiaoqu/2111453435491221/,,1,增城
碧桂园凤凰城凤扬苑,24271,113.589512,23.162656,https://gz.lianjia.com/xiaoqu/2110343239123005/,,1,增城
翡翠绿洲浅水湾,29886,113.564979,23.143059,https://gz.lianjia.com/xiaoqu/2110841725874512/,,1,增城
新康花园新乐苑,9535,113.593716,23.123108,https://gz.lianjia.com/xiaoqu/2112971675495544/,,1,增城
荔富广场,12268,113.662778,23.174683,https://gz.lianjia.com/xiaoqu/2110113551707338/,,1,增城
敏捷锦绣星辰,13100,113.848866,23.265211,https://gz.lianjia.com/xiaoqu/2113332878994641/,,1,增城
侨建御溪谷,17794,113.615176,23.290041,https://gz.lianjia.com/xiaoqu/2113327060708854/,,1,增城
金地荔湖城环山路,15407,113.611708,23.222022,https://gz.lianjia.com/xiaoqu/2120022285806058/,,1,增城
景江大厦,8933,113.622888,23.112649,https://gz.lianjia.com/xiaoqu/219687838503465/,,1,增城
海伦春天澜溪涧,16622,113.594543,23.180337,https://gz.lianjia.com/xiaoqu/2111770320661542/,,1,增城
锦绣御景国际,24689,113.815107,23.295265,https://gz.lianjia.com/xiaoqu/2114897534480119/,,1,增城
太平洋花园海德堡别墅,8688,113.586502,23.123485,https://gz.lianjia.com/xiaoqu/2116141950159296/,,1,增城
富好城,8969,113.669387,23.16394,https://gz.lianjia.com/xiaoqu/2113199546264887/,,1,增城
观园壹号,11895,113.80115,23.194394,https://gz.lianjia.com/xiaoqu/2113310852869150/,,1,增城
金泽华庭,14533,113.625233,23.121802,https://gz.lianjia.com/xiaoqu/2110156667843344/,,1,增城
绿湖国际城,14631,113.800993,23.200746,https://gz.lianjia.com/xiaoqu/2113328298553584/,,1,增城
亚太新城富群苑,14766,113.61548,23.134535,https://gz.lianjia.com/xiaoqu/2112242853311218/,,1,增城
逸翠庄园,15866,113.780137,23.289632,https://gz.lianjia.com/xiaoqu/2113329472958550/,,1,增城
碧桂园凤凰城凤林苑,20770,113.591661,23.153109,https://gz.lianjia.com/xiaoqu/2110343239123013/,,1,增城
合汇学府名郡,21716,113.5894,23.117091,https://gz.lianjia.com/xiaoqu/2111135781449319/,,1,增城
碧桂园凤凰城凤凰苑,45206,113.592458,23.142403,https://gz.lianjia.com/xiaoqu/2110343239123015/,,1,增城
海日中心,10413,113.6222,23.123362,https://gz.lianjia.com/xiaoqu/2112242146570354/,,1,增城
中信香樟墅,13524,113.627852,23.2808,https://gz.lianjia.com/xiaoqu/2113199116874324/,,1,增城
锦绣半山御景,14116,113.795423,23.263462,https://gz.lianjia.com/xiaoqu/2114963330790082/,,1,增城
荔城碧桂园叠湖园,18835,113.808873,23.293849,https://gz.lianjia.com/xiaoqu/2120021906058169/,,1,增城
保利东江首府环府北路,19284,113.638425,23.115948,https://gz.lianjia.com/xiaoqu/2114396968939194/,,1,增城
奥园康威广场,10741,113.63838,23.159699,https://gz.lianjia.com/xiaoqu/2110161677151802/,,1,增城
合汇·中央广场,14985,113.824863,23.288763,https://gz.lianjia.com/xiaoqu/2113331819409776/,,1,增城
金马香颂居,15624,113.794008,23.284471,https://gz.lianjia.com/xiaoqu/2113304663913401/,,1,增城
中国铁建国际花园,15702,113.686017,23.280938,https://gz.lianjia.com/xiaoqu/2113328145985528/,,1,增城
碧桂园豪进左岸,16145,113.809323,23.189115,https://gz.lianjia.com/xiaoqu/2120021886136077/,,1,增城
金地荔湖城三叠院,17718,113.610981,23.220506,https://gz.lianjia.com/xiaoqu/2111161817592718/,,1,增城
碧桂园凤凰城凤翔苑,33524,113.58856,23.150877,https://gz.lianjia.com/xiaoqu/2111138091986903/,,1,增城
碧桂园凤凰城凤湖苑,39047,113.592853,23.142769,https://gz.lianjia.com/xiaoqu/2110685162467240/,,1,增城
电信局宿舍,10672,113.614618,23.125887,https://gz.lianjia.com/xiaoqu/2120024486643094/,,1,增城
金地荔湖城15度洋房,17718,113.610654,23.219732,https://gz.lianjia.com/xiaoqu/2111792082546011/,,1,增城
东江花园,8041,113.661931,23.12535,https://gz.lianjia.com/xiaoqu/2120020976821965/,,1,增城
海宇大厦,8568,113.621084,23.126051,https://gz.lianjia.com/xiaoqu/2112697471038211/,,1,增城
怡康华府,9418,113.772224,23.287097,https://gz.lianjia.com/xiaoqu/2113691167715578/,,1,增城
广荔大厦,9450,113.619066,23.122824,https://gz.lianjia.com/xiaoqu/2111789263187006/,,1,增城
金康花园,9575,113.598734,23.177573,https://gz.lianjia.com/xiaoqu/2120022716900785/,,1,增城
敏捷锦绣星河,10486,113.895692,23.407684,https://gz.lianjia.com/xiaoqu/2113350296366998/,,1,增城
碧桂园·中新首府,10840,113.640986,23.358329,https://gz.lianjia.com/xiaoqu/2113328145984993/,,1,增城
敏捷星悦国际,11057,113.606899,23.15815,https://gz.lianjia.com/xiaoqu/2113848834246793/,,1,增城
合盛盈翠雅筑,11601,113.832342,23.390158,https://gz.lianjia.com/xiaoqu/2113327850024362/,,1,增城
增城方圆云山诗意,13218,113.809572,23.301948,https://gz.lianjia.com/xiaoqu/2113328145984927/,,1,增城
汇美体育花园,14317,113.624528,23.138768,https://gz.lianjia.com/xiaoqu/2111154344914487/,,1,增城
亚太新城富华苑,14766,113.616884,23.133534,https://gz.lianjia.com/xiaoqu/2113198396239912/,,1,增城
金凤皇庭,15026,113.839101,23.274746,https://gz.lianjia.com/xiaoqu/2113308897276336/,,1,增城
