碧桂园天玺湾,20766,113.584873,22.804776,https://gz.lianjia.com/xiaoqu/2112964534693315/,,1,南沙
南沙境界家园,14068,113.532245,22.819716,https://gz.lianjia.com/xiaoqu/2113198893265564/,,1,南沙
大岗翡翠蓝湾北区,11371,113.427745,22.809027,https://gz.lianjia.com/xiaoqu/2113199369843561/,,1,南沙
时代南湾,15701,113.600687,22.78917,https://gz.lianjia.com/xiaoqu/2110434312680170/,,1,南沙
上湾小区,7694,113.592566,22.806695,https://gz.lianjia.com/xiaoqu/2116955745251445/,,1,南沙
越秀·滨海珺城,20167,113.541374,22.785481,https://gz.lianjia.com/xiaoqu/2113331537867108/,,1,南沙
海力花园,16236,113.580566,22.806224,https://gz.lianjia.com/xiaoqu/2114558617701413/,,1,南沙
越秀滨海御城,20167,113.548621,22.796883,https://gz.lianjia.com/xiaoqu/219976350519094/,近地铁4号线金洲站,1,南沙
名苑别墅四喜街,16244,113.481356,22.88077,https://gz.lianjia.com/xiaoqu/2114438271561601/,,1,南沙
南沙金茂湾,16417,113.528768,22.786254,https://gz.lianjia.com/xiaoqu/2113691167716331/,,1,南沙
大岗翡翠蓝湾南区,11371,113.426544,22.809033,https://gz.lianjia.com/xiaoqu/2115526049100436/,,1,南沙
万科南方公元,13969,113.508376,22.812536,https://gz.lianjia.com/xiaoqu/2113333811179206/,,1,南沙
南沙保利城,15142,113.504382,22.837024,https://gz.lianjia.com/xiaoqu/2113332809265251/,,1,南沙
锦绣新城二期,8835,113.459527,22.892228,https://gz.lianjia.com/xiaoqu/2113645510880541/,,1,南沙
南沙奥园,13187,113.595745,22.768491,https://gz.lianjia.com/xiaoqu/2112879567532818/,,1,南沙
越秀滨海悦城,20167,113.53617,22.798266,https://gz.lianjia.com/xiaoqu/219977058045032/,近地铁4号线金洲站,1,南沙
龙光棕榈水岸,20445,113.529198,22.795918,https://gz.lianjia.com/xiaoqu/2112970215091812/,,1,南沙
凯德新玥,16580,113.350149,22.835983,https://gz.lianjia.com/xiaoqu/2110162054377048/,,1,南沙
名苑别墅倚泉轩,16244,113.480547,22.881665,https://gz.lianjia.com/xiaoqu/2114965383925194/,,1,南沙
名苑别墅名苑,16244,113.480837,22.882087,https://gz.lianjia.com/xiaoqu/2114459309426927/,,1,南沙
中大城,17664,113.545454,22.798853,https://gz.lianjia.com/xiaoqu/219976591953250/,近地铁4号线金洲站,1,南沙
富港观海美寓,13328,113.58303,22.749778,https://gz.lianjia.com/xiaoqu/2112241816006860/,,1,南沙
广州星河丹堤,20008,113.570746,22.779117,https://gz.lianjia.com/xiaoqu/2114256612323758/,,1,南沙
南沙珠江湾,13628,113.589624,22.747873,https://gz.lianjia.com/xiaoqu/2113199275994557/,,1,南沙
南沙碧桂园豪庭,21176,113.55232,22.795505,https://gz.lianjia.com/xiaoqu/2117749525672372/,近地铁4号线金洲站,1,南沙
广晟海韵兰庭,17786,113.552599,22.812885,https://gz.lianjia.com/xiaoqu/2113198396240706/,,1,南沙
瀚成华府,7428,113.402196,22.808496,https://gz.lianjia.com/xiaoqu/2112971759382509/,,1,南沙
阳光城丽景湾,8615,113.549699,22.826349,https://gz.lianjia.com/xiaoqu/2113307613293874/,,1,南沙
南沙万达广场,9541,113.53884,22.800968,https://gz.lianjia.com/xiaoqu/2116860787519423/,近地铁4号线金洲站,1,南沙
名苑别墅帝庭轩,16244,113.4818,22.8824,https://gz.lianjia.com/xiaoqu/2114826837651197/,,1,南沙
南沙碧桂园翠畔轩,19279,113.567053,22.80155,https://gz.lianjia.com/xiaoqu/2112241666847464/,,1,南沙
中环华庭,8846,113.495621,22.740136,https://gz.lianjia.com/xiaoqu/2112972316437681/,,1,南沙
皇家花园,9236,113.559158,22.804096,https://gz.lianjia.com/xiaoqu/2114438512995860/,,1,南沙
长江数码花园,9412,113.351012,22.838232,https://gz.lianjia.com/xiaoqu/2120021905013799/,,1,南沙
南沙心意华庭,10720,113.555088,22.787473,https://gz.lianjia.com/xiaoqu/2113327450254535/,,1,南沙
大岗翡翠蓝湾东区,11371,113.426972,22.810026,https://gz.lianjia.com/xiaoqu/2113328886279766/,,1,南沙
敏捷君御国际,11629,113.559316,22.805075,https://gz.lianjia.com/xiaoqu/2112241615728991/,,1,南沙
南沙奥园三区,13187,113.600705,22.758032,https://gz.lianjia.com/xiaoqu/2114120140179771/,,1,南沙
名苑别墅帝涛轩,16244,113.481086,22.880616,https://gz.lianjia.com/xiaoqu/2114438468979585/,,1,南沙
中惠璧珑湾,21157,113.535862,22.80635,https://gz.lianjia.com/xiaoqu/2114897959940532/,近地铁4号线蕉门站,1,南沙
滨海花园,22395,113.535578,22.787012,https://gz.lianjia.com/xiaoqu/2114619375841864/,,1,南沙
优山美墅,15544,113.593882,22.779529,https://gz.lianjia.com/xiaoqu/2114416343739618/,,1,南沙
时代长岛,16844,113.577654,22.803904,https://gz.lianjia.com/xiaoqu/2113327450254349/,,1,南沙
晴海岸,17236,113.596195,22.749514,https://gz.lianjia.com/xiaoqu/2113326888742266/,,1,南沙
越秀滨海隽城,20167,113.541653,22.796167,https://gz.lianjia.com/xiaoqu/2120022561661171/,近地铁4号线金洲站,1,南沙
广州星河山海湾,20613,113.617615,22.770693,https://gz.lianjia.com/xiaoqu/2113805110703084/,,1,南沙
锦绣新城一期,8835,113.459477,22.893038,https://gz.lianjia.com/xiaoqu/2120021887186377/,,1,南沙
中盈一海里,9594,113.571582,22.758496,https://gz.lianjia.com/xiaoqu/219977455718018/,,1,南沙
南沙塞纳河畔,10139,113.547525,22.815889,https://gz.lianjia.com/xiaoqu/2113329441763304/,,1,南沙
大岗绿庭雅苑,11008,113.404677,22.807144,https://gz.lianjia.com/xiaoqu/2111159844696896/,,1,南沙
南沙奥园二区,13187,113.599748,22.757818,https://gz.lianjia.com/xiaoqu/2114866782891442/,,1,南沙
奥园海景城,16674,113.546565,22.80437,https://gz.lianjia.com/xiaoqu/2114443050994079/,近地铁4号线金洲站,1,南沙
碧桂园海湾1号,17409,113.611098,22.764299,https://gz.lianjia.com/xiaoqu/2113827238800599/,,1,南沙
优山悦海,17912,113.611243,22.766399,https://gz.lianjia.com/xiaoqu/2113327766138855/,,1,南沙
麒麟新城,10603,113.503081,22.815654,https://gz.lianjia.com/xiaoqu/2115524830653679/,,1,南沙
玫瑰花园,11534,113.58094,22.755171,https://gz.lianjia.com/xiaoqu/2112880287641231/,,1,南沙
南沙裕豪轩,13469,113.584225,22.750157,https://gz.lianjia.com/xiaoqu/2113326372581719/,,1,南沙
海力花园3街,16236,113.580993,22.805395,https://gz.lianjia.com/xiaoqu/2111765145154160/,,1,南沙
南沙湾石奥,16417,113.609062,22.781988,https://gz.lianjia.com/xiaoqu/2113332878994693/,,1,南沙
滨海水晶湾,18328,113.538108,22.78399,https://gz.lianjia.com/xiaoqu/2120021180278893/,,1,南沙
广州时代云图,21743,113.55247,22.797741,https://gz.lianjia.com/xiaoqu/2113331461581992/,近地铁4号线金洲站,1,南沙
富顺楼,7945,113.557867,22.713001,https://gz.lianjia.com/xiaoqu/2114556998961291/,,1,南沙
世泰凯旋公寓,8682,113.535982,22.791952,https://gz.lianjia.com/xiaoqu/2113308735532110/,,1,南沙
南沙涉外公馆,10538,113.589215,22.803829,https://gz.lianjia.com/xiaoqu/2113310064079134/,,1,南沙
大岗兴业花园,10989,113.408008,22.803982,https://gz.lianjia.com/xiaoqu/2112970916327082/,,1,南沙
